N° du compte	Intitulé	Type de compte	A	V
4438000000	Intérêts courus sur créances figurant au compte 4431	Détail	Décoché	Décoché
4440000000	Etat - Impôts sur les bénéfices	Détail	Décoché	Décoché
4450000000	Etat - Taxes sur le chiffre d'affaires	Racine	Décoché	Décoché
4452100000	TVA due intracommunautaire (biens) 20%	Détail	Décoché	Décoché
4452200000	TVA due intracommunautaire (services) 20%	Détail	Décoché	Décoché
4452300000	TVA due assujetti hors France 20%	Détail	Décoché	Décoché
4452400000	TVA due gaz imposable 20%	Détail	Décoché	Décoché
4452500000	TVA due autres opérations imposables 20%	Détail	Décoché	Décoché
4455000000	Taxes sur le chiffre d'affaires à décaisser	Racine	Décoché	Décoché
4455100000	TVA à décaisser	Racine	Décoché	Décoché
4455110000	TVA à décaisser en France	Détail	Décoché	Décoché
4455800000	Taxes assimilées à la TVA	Détail	Décoché	Décoché
4456000000	Taxes sur le chiffre d'affaires déductibles	Racine	Décoché	Décoché
4456200000	TVA sur immobilisations	Racine	Décoché	Décoché
4456210000	TVA sur immobilisations 20% Débits	Détail	Décoché	Décoché
4456211000	TVA sur immobilisations 5,5% Débits	Détail	Décoché	Décoché
4456212000	TVA sur immobilisations 2,1% Débits	Détail	Décoché	Décoché
4456213000	TVA sur immobilisations 10% Débits	Détail	Décoché	Décoché
4456214000	TVA sur immobilisations 20% Encaissements	Détail	Décoché	Décoché
4456215000	TVA sur immobilisations 5,5% Encaissements	Détail	Décoché	Décoché
4456216000	TVA sur immobilisations 2,1% Encaissements	Détail	Décoché	Décoché
4456217000	TVA sur immobilisations 10% Encaissements	Détail	Décoché	Décoché
4456220000	TVA sur immobilisations DOM 8,5% Débits	Détail	Décoché	Décoché
4456221000	TVA sur immobilisations DOM 2,1% Débits	Détail	Décoché	Décoché
4456222000	TVA sur immobilisations DOM 8,5% Encaissements	Détail	Décoché	Décoché
4456223000	TVA sur immobilisations DOM 2,1% Encaissements	Détail	Décoché	Décoché
4456230000	TVA sur immobilisations Corse 20% Débits	Détail	Décoché	Décoché
4456231000	TVA sur immobilisations Corse 20% Encaissements	Détail	Décoché	Décoché
4456300000	TVA transférée par d'autres entreprises	Détail	Décoché	Décoché
4456600000	TVA sur autres biens et services	Racine	Décoché	Décoché
4456610000	TVA déductible 20% Débits	Détail	Décoché	Décoché
4456611000	TVA déductible 5,5% Débits	Détail	Décoché	Décoché
4456612000	TVA déductible 2,1% Débits	Détail	Décoché	Décoché
4456613000	TVA déductible 10% Débits	Détail	Décoché	Décoché
4456614000	TVA déductible 20% Encaissements	Détail	Décoché	Décoché
4456615000	TVA déductible 5,5% Encaissements	Détail	Décoché	Décoché
4456616000	TVA déductible 2,1% Encaissements	Détail	Décoché	Décoché
4456617000	TVA déductible 10% Encaissements	Détail	Décoché	Décoché
4456620000	TVA déductible DOM 8,5% Débits	Détail	Décoché	Décoché
4456621000	TVA déductible DOM 2,1% Débits	Détail	Décoché	Décoché
4456622000	TVA déductible DOM 8,5% Encaissements	Détail	Décoché	Décoché
4456623000	TVA déductible DOM 2,1% Encaissements	Détail	Décoché	Décoché
4456630000	TVA déductible Corse 20% Débits	Détail	Décoché	Décoché
4456631000	TVA déductible Corse 10% Débits	Détail	Décoché	Décoché
4456632000	TVA déductible Corse 20% Encaissements	Détail	Décoché	Décoché
4456633000	TVA déductible Corse 10% Encaissements	Détail	Décoché	Décoché
4456700000	Crédit de TVA à reporter	Détail	Décoché	Décoché
4456800000	Taxes assimilées à la TVA	Détail	Décoché	Décoché
4457000000	Taxes sur le chiffre d'affaires collectées par l'entreprise	Racine	Décoché	Décoché
4457100000	TVA collectée	Racine	Décoché	Décoché
4457110000	TVA collectée 20% Débits	Détail	Décoché	Décoché
4457111000	TVA collectée 5,5% Débits	Détail	Décoché	Décoché
4457112000	TVA collectée 2,1% Débits	Détail	Décoché	Décoché
4457113000	TVA collectée 10% Débits	Détail	Décoché	Décoché
4457114000	TVA collectée 20% Encaissements	Détail	Décoché	Décoché
4457115000	TVA collectée 5,5% Encaissements	Détail	Décoché	Décoché
4457116000	TVA collectée 2,1% Encaissements	Détail	Décoché	Décoché
4457117000	TVA collectée 10% Encaissements	Détail	Décoché	Décoché
4457120000	TVA collectée DOM 8,5% Débits	Détail	Décoché	Décoché
4457121000	TVA collectée DOM 2,1% Débits	Détail	Décoché	Décoché
4457122000	TVA collectée DOM 8,5% Encaissements	Détail	Décoché	Décoché
4457123000	TVA collectée DOM 2,1% Encaissements	Détail	Décoché	Décoché
4457130000	TVA collectée Corse 20% Débits	Détail	Décoché	Décoché
4457131000	TVA collectée Corse 10% Débits	Détail	Décoché	Décoché
4457132000	TVA collectée Corse 20% Encaissements	Détail	Décoché	Décoché
4457133000	TVA collectée Corse 10% Encaissements	Détail	Décoché	Décoché
4457140000	TVA collectée Monaco 20% Débits	Détail	Décoché	Décoché
4457141000	TVA collectée Monaco 5,5% Débits	Détail	Décoché	Décoché
4457142000	TVA collectée Monaco 2,1% Débits	Détail	Décoché	Décoché
4457143000	TVA collectée Monaco 10% Débits	Détail	Décoché	Décoché
4457144000	TVA collectée Monaco 20% Encaissements	Détail	Décoché	Décoché
4457145000	TVA collectée Monaco 5,5% Encaissements	Détail	Décoché	Décoché
4457146000	TVA collectée Monaco 2,1% Encaissements	Détail	Décoché	Décoché
4457147000	TVA collectée Monaco 10% Encaissements	Détail	Décoché	Décoché
4457800000	Taxes assimilées à la TVA	Détail	Décoché	Décoché
4458000000	Taxes sur le chiffre d'affaires à régulariser ou en attente	Racine	Décoché	Décoché
4458100000	Acomptes - Régime simplifié d'imposition	Détail	Décoché	Décoché
4458200000	Acomptes - Régime du forfait	Détail	Décoché	Décoché
4458300000	Remboursement de taxes sur le chiffre d'affaires demandé	Détail	Décoché	Décoché
4458400000	TVA récupérée d'avance	Détail	Décoché	Décoché
4458600000	Taxes sur le chiffre d'affaires sur factures non parvenues	Détail	Décoché	Décoché
4458700000	Taxes sur le chiffre d'affaires sur factures à établir	Détail	Décoché	Décoché
4460000000	Obligations cautionnées	Détail	Décoché	Décoché
4470000000	ETAT AUTR.IMPOTS TAX	Détail	Décoché	Décoché
4480000000	Etat - Charges à payer et produits à recevoir	Racine	Décoché	Décoché
4482000000	Charges fiscales sur congés à payer	Détail	Décoché	Décoché
4486000000	Autres charges à payer	Détail	Décoché	Décoché
4487000000	Produits à recevoir	Détail	Décoché	Décoché
4490000000	Quotas d'émission à restituer à l'Etat	Détail	Décoché	Décoché
45	GROUPE ET ASSOCIES	Racine	Décoché	Décoché
4510000000	Groupe	Détail	Décoché	Décoché
4550000000	Associés - Comptes courants	Racine	Décoché	Décoché
4551000000	Principal	Détail	Décoché	Décoché
4558000000	Intérêts courus	Détail	Décoché	Décoché
4560000000	Associés - Opérations sur le capital	Racine	Décoché	Décoché
4561000000	Associés - Comptes d'apport en société	Racine	Décoché	Décoché
4561100000	Apports en nature	Détail	Décoché	Décoché
4561500000	Apports en numéraire	Détail	Décoché	Décoché
4562000000	Apporteurs - Capital appelé, non versé	Racine	Décoché	Décoché
4562100000	Actionnaires - Capital souscrit et appelé, non versé	Détail	Décoché	Décoché
4562500000	Associés - Capital appelé, non versé	Détail	Décoché	Décoché
4563000000	Associés - Versements reçus sur augmentation de capital	Détail	Décoché	Décoché
4564000000	Associés - Versements anticipés	Détail	Décoché	Décoché
4566000000	Actionnaires défaillants	Détail	Décoché	Décoché
4567000000	Associés - Capital à rembourser	Détail	Décoché	Décoché
4570000000	Associés - Dividendes à payer	Détail	Décoché	Décoché
4580000000	Associés - Opérations faites en commun et en G.I.E.	Racine	Décoché	Décoché
4581000000	Opérations courantes	Détail	Décoché	Décoché
4588000000	Intérêts courus	Détail	Décoché	Décoché
46	DEBITEURS DIVERS ET CREDITEURS DIVERS	Racine	Décoché	Décoché
4620000000	Créances sur cessions d'immobilisations	Détail	Décoché	Décoché
4640000000	Dettes sur acquisitions de valeurs mobilières de placement	Détail	Décoché	Décoché
4650000000	Créances sur cessions de valeurs mobilières de placement	Détail	Décoché	Décoché
4670000000	Autres comptes débiteurs ou créditeurs	Détail	Décoché	Décoché
4680000000	Divers - Charges à payer et produits à recevoir	Racine	Décoché	Décoché
4686000000	Charges à payer	Détail	Décoché	Décoché
4687000000	Produits à recevoir	Détail	Décoché	Décoché
47	COMPTES TRANSITOIRES OU  D'ATTENTE	Racine	Décoché	Décoché
4710000000	Compte d'attente	Détail	Coché	Coché
4760000000	Différences de conversion - ACTIF	Racine	Décoché	Décoché
4761000000	Diminution des créances	Détail	Décoché	Décoché
4762000000	Augmentation des dettes	Détail	Décoché	Décoché
4768000000	Différences compensées par couverture de change	Détail	Décoché	Décoché
4770000000	Différences de conversion - PASSIF	Racine	Décoché	Décoché
4771000000	Augmentation des créances	Détail	Décoché	Décoché
4772000000	Diminution des dettes	Détail	Décoché	Décoché
4778000000	Différences compensées par couverture de change	Détail	Décoché	Décoché
4780000000	Autres comptes transitoires	Détail	Décoché	Décoché
48	COMPTES DE REGULARISATION	Racine	Décoché	Décoché
4810000000	Charges à répartir sur plusieurs exercices	Racine	Décoché	Décoché
4816000000	Frais d’émission des emprunts	Détail	Décoché	Décoché
4860000000	Charges constatées d'avance	Détail	Décoché	Décoché
4870000000	Produits constatés d'avance	Détail	Décoché	Décoché
4880000000	Comptes de répartition périodique des charges et produits	Racine	Décoché	Décoché
4886000000	Charges	Détail	Décoché	Décoché
4887000000	Produits	Détail	Décoché	Décoché
4890000000	Quotas d'émission alloués par l'Etat	Détail	Décoché	Décoché
49	DEPRECIATIONS DES COMPTES DE TIERS	Racine	Décoché	Décoché
4910000000	Dépréciations comptes de clients	Détail	Décoché	Décoché
4950000000	Dépréciations comptes du groupe et associés	Racine	Décoché	Décoché
4951000000	Comptes du groupe	Détail	Décoché	Décoché
4955000000	Comptes courants des associés	Détail	Décoché	Décoché
4958000000	Opérations faites en commun et en G.I.E.	Détail	Décoché	Décoché
4960000000	Dépréciations des comptes de débiteurs divers	Racine	Décoché	Décoché
4962000000	Créances sur cessions d'immobilisations	Détail	Décoché	Décoché
4965000000	Créances sur cessions de valeurs mobilières de placement	Détail	Décoché	Décoché
4967000000	Autres comptes débiteurs	Détail	Décoché	Décoché
5	COMPTES FINANCIERS	Racine	Décoché	Décoché
50	VALEURS MOBILIERES DE PLACEMENT	Racine	Décoché	Décoché
5010000000	Parts dans des entreprises liées	Détail	Décoché	Décoché
5020000000	Actions propres	Détail	Décoché	Décoché
5030000000	Actions	Racine	Décoché	Décoché
5031000000	Titres cotés	Détail	Décoché	Décoché
5035000000	Titres non cotés	Détail	Décoché	Décoché
5040000000	Autres titres conférant un droit de propriété	Détail	Décoché	Décoché
5050000000	Obligations et bons émis par la société et rachetés par elle	Détail	Décoché	Décoché
5060000000	Obligations	Racine	Décoché	Décoché
5061000000	Titres cotés	Détail	Décoché	Décoché
5065000000	Titres non cotés	Détail	Décoché	Décoché
5070000000	Bons du Trésor et bons de caisse à court terme	Détail	Décoché	Décoché
5080000000	Autres valeurs mobilières de placement + créances assimilées	Racine	Décoché	Décoché
5081000000	Autres valeurs mobilières	Détail	Décoché	Décoché
5082000000	Bons de souscription	Détail	Décoché	Décoché
5088000000	Intérêts courus sur obligations, bons et valeurs assimilées	Détail	Décoché	Décoché
5090000000	Versements restant sur valeurs mobilières de placement	Racine	Décoché	Décoché
5094000000	Autres titres conférant un droit de propriété	Détail	Décoché	Décoché
51	BANQUES, ETABLISSEMENTS FINANCIERS ET ASSIMILES	Racine	Décoché	Décoché
5110000000	Valeurs à l'encaissement	Racine	Décoché	Décoché
5111000000	Coupons échus à l'encaissement	Détail	Décoché	Décoché
5112000000	Chèques à encaisser	Détail	Décoché	Décoché
5113000000	Effets à l'encaissement	Détail	Décoché	Décoché
5114000000	Effets à l'escompte	Détail	Décoché	Décoché
5115000000	CB à encaisser	Détail	Décoché	Décoché
5116000000	Espèces à encaisser	Détail	Décoché	Décoché
5117000000	Autres moyens de paiement à encaisser	Détail	Décoché	Décoché
5118000000	Divers à encaisser	Détail	Décoché	Décoché
5120000000	Banques	Racine	Décoché	Décoché
5121000000	Comptes en monnaie nationale	Détail	Décoché	Décoché
5124000000	Comptes en devises	Détail	Décoché	Décoché
5140000000	Chèques postaux	Détail	Décoché	Décoché
5150000000	Caisses du Trésor et des établissements publics	Détail	Décoché	Décoché
5160000000	Sociétés de bourse	Détail	Décoché	Décoché
5170000000	Autres organismes financiers	Détail	Décoché	Décoché
5180000000	Intérêts courus	Racine	Décoché	Décoché
5181000000	Intérêts courus à payer	Détail	Décoché	Décoché
5188000000	Intérêts courus à recevoir	Détail	Décoché	Décoché
5190000000	Concours bancaires courants	Racine	Décoché	Décoché
5191000000	Crédit de mobilisation de créances commerciales (CMCC)	Détail	Décoché	Décoché
5193000000	Mobilisation de créances nées à l’étranger	Détail	Décoché	Décoché
5198000000	Intérêts courus sur concours bancaires courants	Détail	Décoché	Décoché
52	INSTRUMENTS DE TRESORERIE	Racine	Décoché	Décoché
53	CAISSE	Racine	Décoché	Décoché
5310000000	Caisse siège social	Détail	Décoché	Décoché
5314000000	Caisse en devises	Détail	Décoché	Décoché
5320000000	Caisse succursale (ou usine) A	Détail	Décoché	Décoché
5330000000	Caisse succursale (ou usine) B	Détail	Décoché	Décoché
54	REGIES D'AVANCES ET ACCREDITIFS	Racine	Décoché	Décoché
58	VIREMENTS INTERNES	Racine	Décoché	Décoché
5800000000	Virements internes	Détail	Décoché	Décoché
59	DEPRECIATIONS DES COMPTES FINANCIERS	Racine	Décoché	Décoché
5900000000	Dépréciations valeurs mobilières de placement	Racine	Décoché	Décoché
5903000000	Actions	Détail	Décoché	Décoché
5904000000	Autres titres conférant un droit de propriété	Détail	Décoché	Décoché
5906000000	Obligations	Détail	Décoché	Décoché
5908000000	Autres valeurs mobilières et créances assimilées	Détail	Décoché	Décoché
6	COMPTES DE CHARGES	Racine	Décoché	Décoché
60	ACHATS (sauf 603)	Racine	Décoché	Décoché
6010000000	Achats stockés - Matières premières (et fournitures)	Racine	Décoché	Décoché
6011000000	Matières (ou groupe) A	Détail	Coché	Décoché
6012000000	Matières (ou groupe) B	Détail	Coché	Décoché
6017000000	Fournitures A, B, C,...	Détail	Décoché	Décoché
6020000000	Achats stockés - Autres approvisionnements	Racine	Décoché	Décoché
6021000000	Matières consommables	Racine	Décoché	Décoché
6021100000	Matières (ou groupe) C	Détail	Décoché	Décoché
6021200000	Matières (ou groupe) D	Détail	Décoché	Décoché
6022000000	Fournitures consommables	Racine	Décoché	Décoché
6022100000	Combustibles	Détail	Décoché	Décoché
6022200000	Produits d'entretien	Détail	Décoché	Décoché
6022300000	Fournitures d'atelier et d'usine	Détail	Décoché	Décoché
6022400000	Fournitures de magasin	Détail	Décoché	Décoché
6022500000	Fournitures de bureau	Détail	Décoché	Décoché
6026000000	Emballages	Racine	Décoché	Décoché
6026100000	Emballages perdus	Détail	Décoché	Décoché
6026500000	Emballages récupérables non identifiables	Détail	Décoché	Décoché
6026700000	Emballages à usage mixte	Détail	Décoché	Décoché
6030000000	VARIATION DES STOCKS (approvisionnements et marchandises)	Racine	Décoché	Décoché
6031000000	Variation des stocks de matières premières (et fournitures)	Détail	Décoché	Décoché
6032000000	Variation des stocks des autres approvisionnements	Détail	Décoché	Décoché
6037000000	Variation des stocks de marchandises	Détail	Décoché	Décoché
6040000000	Achats d'études et prestation	Détail	Coché	Décoché
6050000000	Achats de matériel, équipements et travaux	Détail	Décoché	Décoché
6060000000	Achats non stockés de matières et fournitures	Racine	Décoché	Décoché
6061000000	Fournitures non stockables (eau, énergie, ...)	Racine	Décoché	Décoché
6061100000	FOURNITURES ELECTRIC	Détail	Coché	Décoché
6061200000	FOURNITURES EAU	Détail	Coché	Décoché
6061400000	Compte créé durant l'import	Détail	Coché	Décoché
6062000000	FORFAIT KILOMETRIQUE	Détail	Coché	Décoché
6063000000	FOURN.ENTRET.&PETIT	Détail	Coché	Décoché
6064000000	FOURNIT.ADMINISTRATI	Détail	Coché	Décoché
6068000000	libellé 60680000000 à créér	Détail	Décoché	Décoché
6070000000	Achats de marchandises	Racine	Décoché	Décoché
6071000000	Marchandise (ou groupe) A	Détail	Coché	Décoché
6072000000	Marchandise (ou groupe) B	Détail	Coché	Décoché
6080000000	Frais accessoires incorporés aux achats	Détail	Coché	Décoché
6088000000	Eco-contribution sur les achats (DEEE)	Détail	Coché	Décoché
6090000000	Rabais, remises et ristournes obtenus sur achats	Racine	Décoché	Décoché
6091000000	RRR obtenus sur achats de matières premières et fournitures	Détail	Coché	Décoché
6092000000	RRR obtenus sur achats d'autres approvisionnements stockés	Détail	Décoché	Décoché
6094000000	RRR obtenus sur achats d’études et prestations de services	Détail	Coché	Décoché
6095000000	RRR obtenus sur achats de matériel, équipements et travaux	Détail	Décoché	Décoché
6096000000	RRR obtenus sur achats d'approvisionnements non stockés	Détail	Coché	Décoché
6097000000	RRR obtenus sur achats de marchandises	Détail	Coché	Décoché
6098000000	Rabais, remises, ristournes non affectés	Détail	Décoché	Décoché
61	SERVICES EXTERIEURS	Racine	Décoché	Décoché
6110000000	Sous-traitance générale	Détail	Décoché	Décoché
6120000000	Redevances de crédit-bail	Racine	Décoché	Décoché
6122000000	Crédit-bail mobilier	Détail	Décoché	Décoché
6125000000	Crédit-bail immobilier	Détail	Coché	Décoché
6130000000	Locations	Racine	Décoché	Décoché
6132000000	LOYER & CHARGES LOCA	Détail	Coché	Décoché
6135000000	LOCATION MATERIEL	Détail	Décoché	Décoché
6136000000	Malis sur emballages	Détail	Décoché	Décoché
6140000000	Charges locatives et de copropriété	Détail	Coché	Décoché
6150000000	Entretien et réparations	Racine	Décoché	Décoché
6152000000	ENTRETIEN IMMOB.	Détail	Coché	Décoché
6155000000	sur biens mobiliers	Détail	Décoché	Décoché
6156000000	Maintenance	Détail	Décoché	Décoché
6160000000	PRIMES D'ASSURANCE	Détail	Coché	Décoché
6161000000	Multirisques	Détail	Coché	Décoché
6162000000	Assurance obligatoire dommage construction	Détail	Décoché	Décoché
6163000000	Assurance - Transport	Racine	Décoché	Décoché
6163600000	Assurance - Transport sur achats	Détail	Décoché	Décoché
6163700000	Assurance - Transport sur ventes	Détail	Décoché	Décoché
6163800000	Assurance - Transport sur autres biens	Détail	Décoché	Décoché
6164000000	Risques d'exploitation	Détail	Décoché	Décoché
6165000000	Insolvabilité clients	Détail	Décoché	Décoché
6170000000	Etudes et recherches	Détail	Décoché	Décoché
6180000000	Divers	Racine	Décoché	Décoché
6181000000	Documentation générale	Détail	Décoché	Décoché
6183000000	Documentation technique	Détail	Décoché	Décoché
6185000000	Frais de colloques, séminaires, conférences	Détail	Décoché	Décoché
6190000000	Rabais remises et ristournes obtenus sur services extérieurs	Détail	Décoché	Décoché
62	AUTRES SERVICES EXTERIEURS	Racine	Décoché	Décoché
6210000000	Personnel extérieur à l'entreprise	Racine	Décoché	Décoché
6211000000	Personnel intérimaire	Détail	Décoché	Décoché
6214000000	Personnel détaché ou prêté à l'entreprise	Détail	Décoché	Décoché
6220000000	Rémunérations intermédiaires et honoraires	Racine	Décoché	Décoché
6221000000	Commissions et courtages sur achats	Détail	Décoché	Décoché
6222000000	Commissions et courtages sur ventes	Détail	Décoché	Décoché
6224000000	Rémunérations des transitaires	Détail	Décoché	Décoché
6225000000	Rémunérations d'affacturage	Détail	Décoché	Décoché
6226000000	HONORAIRES	Détail	Coché	Décoché
6227000000	Frais d'actes et de contentieux	Détail	Décoché	Décoché
6228000000	Divers	Détail	Décoché	Décoché
6230000000	Publicité, publications, relations publiques	Détail	Coché	Décoché
6231000000	Annonces et insertions	Détail	Décoché	Décoché
6232000000	Echantillons	Détail	Décoché	Décoché
6233000000	Foires et expositions	Détail	Décoché	Décoché
6234000000	Cadeaux à la clientèle	Détail	Décoché	Décoché
6235000000	Primes	Détail	Décoché	Décoché
6236000000	Catalogues et imprimés	Détail	Décoché	Décoché
6237000000	Publications	Détail	Coché	Décoché
6238000000	POURBOIRES DONS	Détail	Décoché	Décoché
6240000000	Transports de biens et transports collectifs du personnel	Racine	Décoché	Décoché
6241000000	Transports sur achats	Détail	Coché	Décoché
6242000000	Transports sur ventes	Détail	Décoché	Décoché
6243000000	Transports entre établissements ou chantiers	Détail	Décoché	Décoché
6244000000	Transports administratifs	Détail	Décoché	Décoché
6247000000	Transports collectifs du personnel	Détail	Décoché	Décoché
6248000000	Divers	Détail	Décoché	Décoché
6250000000	Déplacements, missions et réceptions	Racine	Décoché	Décoché
6251000000	VOYAGES ET DEPLACEME	Détail	Coché	Décoché
6255000000	Frais de déménagement	Détail	Décoché	Décoché
6256000000	Missions	Détail	Décoché	Décoché
6257000000	Réceptions	Détail	Décoché	Décoché
6260000000	FRAIS POSTAUX & TELE	Détail	Coché	Décoché
6261000000	Compte n°62610000	Détail	Coché	Décoché
6262000000	Télécommunication	Détail	Coché	Décoché
6270000000	Services bancaires et assimilé	Détail	Coché	Décoché
6271000000	Frais sur titres (achat, vente, garde)	Détail	Décoché	Décoché
6272000000	Commissions et frais sur émission d'emprunts	Détail	Décoché	Décoché
6275000000	Frais sur effets	Détail	Décoché	Décoché
6276000000	Location de coffres	Détail	Décoché	Décoché
6278000000	Autres frais et commissions sur prestations de services	Détail	Décoché	Décoché
6280000000	Divers	Détail	Coché	Décoché
6281000000	COTISATIONS	Détail	Décoché	Décoché
6284000000	Frais de recrutement de personnel	Détail	Décoché	Décoché
6290000000	Rabais, remises et ristournes obtenus sur services extérieur	Détail	Décoché	Décoché
63	IMPOTS, TAXES ET VERSEMENTS ASSIMILES	Racine	Décoché	Décoché
6310000000	Impôts, taxes et versements sur rémunérations (admin.)	Racine	Décoché	Décoché
6311000000	Taxe sur les salaires	Détail	Décoché	Décoché
6312000000	Taxe d'apprentissage	Détail	Décoché	Décoché
6313000000	Participation des employeurs à la formation professionnelle	Détail	Décoché	Décoché
6314000000	Cotisation pour défaut d'investissement obligatoire	Détail	Décoché	Décoché
6318000000	Autres	Détail	Décoché	Décoché
6330000000	Impôts, taxes et versements sur rémunérations (autres org.)	Racine	Décoché	Décoché
6331000000	Versement de transport	Détail	Décoché	Décoché
6332000000	Allocations logement	Détail	Décoché	Décoché
6333000000	Participation des employeurs à la formation professionnelle	Détail	Décoché	Décoché
6334000000	Participation des employeurs à l'effort de construction	Détail	Décoché	Décoché
6335000000	Versements libératoires (exonération taxe apprentissage)	Détail	Décoché	Décoché
6338000000	Autres	Détail	Décoché	Décoché
6350000000	Autres impôts, taxes et versements assimilés (admin.)	Racine	Décoché	Décoché
6351000000	libellé 63510000000 à créér	Détail	Coché	Décoché
6351100000	TAXE PROFESSIONNELLE	Détail	Décoché	Décoché
6351200000	TAXES FONCIERES	Détail	Décoché	Décoché
6351300000	Autres impôts locaux	Détail	Décoché	Décoché
6351400000	Taxe sur les véhicules des sociétés	Détail	Décoché	Décoché
6352000000	Taxes sur le chiffre d'affaires non récupérables	Détail	Décoché	Décoché
6353000000	Impôts indirects	Détail	Décoché	Décoché
6354000000	Droits d'enregistrement et de timbre	Détail	Décoché	Décoché
6354100000	Droits de mutation	Détail	Décoché	Décoché
6358000000	Autres droits	Détail	Décoché	Décoché
6370000000	Autres impôts, taxes et versements (autres organismes)	Racine	Décoché	Décoché
6371000000	Contribution sociale de solidarité à la charge des sociétés	Détail	Décoché	Décoché
6372000000	Taxes perçues par les organismes publics internationaux	Détail	Décoché	Décoché
6374000000	Impôts et taxes exigibles à l'étranger	Détail	Décoché	Décoché
6378000000	Taxes diverses	Détail	Décoché	Décoché
64	CHARGES DE PERSONNEL	Racine	Décoché	Décoché
6410000000	Rémunérations du personnel	Racine	Décoché	Décoché
6411000000	Salaires, appointements	Détail	Décoché	Décoché
6412000000	Congés payés	Détail	Décoché	Décoché
6413000000	Primes et gratifications	Détail	Décoché	Décoché
6414000000	Indemnités et avantages divers	Détail	Décoché	Décoché
6415000000	Supplément familial	Détail	Décoché	Décoché
6440000000	Rémunération du travail de l'exploitant	Détail	Décoché	Décoché
6450000000	Charges de sécurité sociale et de prévoyance	Racine	Décoché	Décoché
6451000000	Cotisations à l'URSSAF	Détail	Décoché	Décoché
6452000000	Cotisations aux mutuelles	Détail	Décoché	Décoché
6453000000	Cotisations aux caisses de retraites	Détail	Décoché	Décoché
6454000000	Cotisations aux ASSEDIC	Détail	Décoché	Décoché
6458000000	Cotisations aux autres organismes sociaux	Détail	Décoché	Décoché
6460000000	COTIS.SOC.PERS.EXPLO	Détail	Décoché	Décoché
6463000000	libellé 64630000000 à créér	Détail	Coché	Décoché
6470000000	Autres charges sociales	Racine	Décoché	Décoché
6471000000	Prestations directes	Détail	Décoché	Décoché
6472000000	Versements aux comités d'entreprise et d'établissement	Détail	Décoché	Décoché
6473000000	Versements aux comités d’hygiène et de sécurité	Détail	Décoché	Décoché
6474000000	Versements aux autres oeuvres sociales	Détail	Décoché	Décoché
6475000000	Médecine du travail, pharmacie	Détail	Décoché	Décoché
6480000000	Autres charges de personnel	Détail	Décoché	Décoché
6481000000	Carte orange	Détail	Décoché	Décoché
65	AUTRES CHARGES DE GESTION COURANTE	Racine	Décoché	Décoché
6510000000	REDEVANCES	Détail	Coché	Décoché
6511000000	Redevances pour concessions, brevets, licences, marques	Détail	Décoché	Décoché
6516000000	Droits d'auteur et de reproduction	Détail	Décoché	Décoché
6518000000	Autres droits et valeurs similaires	Détail	Décoché	Décoché
6530000000	Jetons de présence	Détail	Décoché	Décoché
6540000000	Pertes sur créances irrécouvrables	Détail	Coché	Décoché
6541000000	Créances de l'exercice	Détail	Décoché	Décoché
6544000000	Créances des exercices antérieurs	Détail	Décoché	Décoché
6550000000	Quote-part de résultat sur opérations faites en commun	Racine	Décoché	Décoché
6551000000	Quote-part de bénéfice transférée (comptabilité du gérant)	Détail	Décoché	Décoché
6555000000	Quote-part de perte supportée (comptabilité des associés)	Détail	Décoché	Décoché
6580000000	Charges diverses de gestion courante	Détail	Décoché	Décoché
66	CHARGES FINANCIERES	Racine	Décoché	Décoché
6610000000	INTERETS	Détail	Coché	Décoché
6611000000	Intérêts des emprunts et dettes	Détail	Coché	Décoché
6611600000	Intérêts des emprunts et dettes assimilés	Détail	Décoché	Décoché
6611700000	Intérêts des dettes rattachés à des participations	Détail	Décoché	Décoché
6615000000	Intérêts des comptes courants et des dépôts créditeurs	Détail	Décoché	Décoché
6616000000	Intérêts bancaires et sur opérations de financement	Détail	Décoché	Décoché
6617000000	Intérêts des obligations cautionnées	Détail	Décoché	Décoché
6618000000	Intérêts des autres dettes	Racine	Décoché	Décoché
6618100000	Intérêts des dettes commerciales	Détail	Décoché	Décoché
6618800000	Intérêts des dettes diverses	Détail	Décoché	Décoché
6640000000	Pertes sur créances liées à des participations	Détail	Décoché	Décoché
6650000000	Escomptes accordés	Détail	Décoché	Coché
6660000000	Pertes de change	Détail	Décoché	Décoché
6670000000	Charges nettes sur cessions valeurs mobilières de placement	Détail	Décoché	Décoché
6680000000	Autres charges financières	Détail	Décoché	Décoché
6688000000	Ecart de conversion (perte)	Détail	Décoché	Décoché
67	CHARGES EXCEPTIONNELLES	Racine	Décoché	Décoché
6710000000	Charges exceptionnelles sur opérations de gestion	Racine	Décoché	Décoché
6711000000	Pénalités sur marchés (et dédits payés sur achats et ventes)	Détail	Décoché	Décoché
6712000000	Pénalités et amendes fiscales et pénales	Détail	Décoché	Décoché
6713000000	Dons, libéralités	Détail	Décoché	Décoché
6714000000	Créances devenues irrécouvrables dans l'exercice	Détail	Décoché	Décoché
6715000000	Subventions accordées	Détail	Décoché	Décoché
6717000000	Rappels d'impôts (autres qu'impôts sur les bénéfices)	Détail	Décoché	Décoché
6718000000	Autres charges exceptionnelles sur opérations de gestion	Détail	Décoché	Décoché
